trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1978,False,"{'a': 0.002, 'e': 0.01917783680072131}",20,3,28.964110647364983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.002, 'e': 0.019139519457235805}",20,0,31.46401420929386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1980,False,"{'a': 0.002, 'e': 0.019101278671853638}",25,0,38.793134849768094,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1981,False,"{'a': 0.002, 'e': 0.019063114291611637}",20,10,15.619345318513554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.01902502616385221}",20,13,10.624773387814333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.002, 'e': 0.018987014136222814}",25,3,39.641316951228006,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.002, 'e': 0.01894907805667527}",25,19,13.528683320026577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.002, 'e': 0.018911217773465227}",20,8,21.474476960192305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.002, 'e': 0.018873433135151486}",20,16,8.545891788627301,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.002, 'e': 0.018835723990595455}",20,0,36.31285956531074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1988,False,"{'a': 0.002, 'e': 0.018798090188960496}",20,0,29.906983344254233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1989,False,"{'a': 0.002, 'e': 0.018760531579711363}",20,13,11.486386388072921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.002, 'e': 0.018723048012613555}",20,15,8.79488626869576,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.002, 'e': 0.018685639337732773}",20,7,23.976811598020138,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.002, 'e': 0.018648305405434242}",25,10,22.785620313214785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.002, 'e': 0.01861104606638221}",35,15,38.875368328467744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.002, 'e': 0.01857386117153925}",35,13,39.60508369984136,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.002, 'e': 0.018536750572165746}",25,14,18.27767798391599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.002, 'e': 0.018499714119819242}",20,12,16.38887286624714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.002, 'e': 0.018462751666353888}",25,0,23.03053229067615,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1998,False,"{'a': 0.002, 'e': 0.01842586306391981}",30,14,28.36730232357987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.002, 'e': 0.018389048164962566}",30,7,30.126410828806186,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'a': 0.002, 'e': 0.01835230682222249}",20,0,31.299889526487654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.002, 'e': 0.01831563888873418}",30,19,19.929045501061154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.002, 'e': 0.018279044217825845}",35,27,13.415214367198802,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.002, 'e': 0.01824252266311874}",35,4,51.873097936627985,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.002, 'e': 0.01820607407852663}",20,8,19.863811249809533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.002, 'e': 0.0181696983182551}",20,13,14.138460085016586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.002, 'e': 0.018133395236801075}",30,10,-9.465116767712445,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
2007,False,"{'a': 0.002, 'e': 0.018097164688952158}",25,0,40.203504096117186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2008,False,"{'a': 0.002, 'e': 0.018061006529786143}",25,11,25.11403429055856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.002, 'e': 0.01802492061467033}",20,6,20.22889591826069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.002, 'e': 0.017988906799261007}",20,11,15.587655137105628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.002, 'e': 0.01795296493950285}",20,14,12.592111319359198,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.002, 'e': 0.017917094891628405}",25,14,21.803978824520648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.002, 'e': 0.017881296512157415}",20,2,23.820412720291152,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.002, 'e': 0.017845569657896316}",20,0,32.29382913390635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.002, 'e': 0.017809914185937626}",20,0,29.1442390139064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2016,False,"{'a': 0.002, 'e': 0.01777432995365944}",20,16,5.515511046823894,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.002, 'e': 0.017738816818724773}",25,11,30.000044480630308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.002, 'e': 0.017703374639081032}",30,4,32.68399947211232,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
2019,False,"{'a': 0.002, 'e': 0.01766800327295943}",35,15,28.620604486705474,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.002, 'e': 0.0176327025788745}",35,24,16.797114027868247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.002, 'e': 0.017597472415623393}",20,12,17.126385837329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'a': 0.002, 'e': 0.017562312642285412}",25,0,36.39994638805424,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2023,False,"{'a': 0.002, 'e': 0.0175272231182214}",25,14,21.436107738002747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.002, 'e': 0.017492203703073247}",25,7,22.322639970862824,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2025,False,"{'a': 0.002, 'e': 0.01745725425676323}",25,11,24.42246033910701,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.002, 'e': 0.017422374639493515}",25,17,17.71716489239978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.002, 'e': 0.017387564711745573}",25,10,27.22314253964077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.002, 'e': 0.017352824334279676}",20,16,8.058052943490289,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.002, 'e': 0.017318153368134255}",20,8,20.340316324510415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.002, 'e': 0.017283551674625395}",30,10,32.2439752857898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.002, 'e': 0.017249019115346265}",20,5,22.688272314172405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.002, 'e': 0.017214555552166607}",25,8,25.412766785229106,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.002, 'e': 0.017180160847232114}",25,5,34.46315266694769,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.002, 'e': 0.017145834862963918}",20,3,27.95605262484342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'a': 0.002, 'e': 0.017111577462058016}",20,0,31.173603441944422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2036,False,"{'a': 0.002, 'e': 0.017077388507484793}",25,7,28.271019472040038,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.002, 'e': 0.017043267862488373}",20,4,20.741709712675004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2038,False,"{'a': 0.002, 'e': 0.017009215390586124}",20,6,23.292331397373655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.002, 'e': 0.016975230955568105}",30,20,15.772614390391697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.002, 'e': 0.016941314421496552}",30,2,47.29399995898254,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.002, 'e': 0.01690746565270528}",20,6,24.183854380779266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.002, 'e': 0.016873684513799156}",30,20,16.86259497150945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.002, 'e': 0.01683997086965357}",20,4,31.32847536505501,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.002, 'e': 0.016806324585413937}",20,6,23.53166381577419,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.002, 'e': 0.016772745526495048}",20,7,27.17723244617486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.002, 'e': 0.016739233558580632}",30,17,24.425552647943036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.002, 'e': 0.016705788547622755}",20,13,13.130551525726224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.002, 'e': 0.016672410359841357}",25,17,16.66819876055106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.002, 'e': 0.016639098861723624}",25,14,19.2012368923798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.002, 'e': 0.01660585392002353}",20,0,10.99389877434532,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2051,False,"{'a': 0.002, 'e': 0.016572675401761255}",20,10,20.968150988912303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'a': 0.002, 'e': 0.016539563174222668}",25,7,4.895452442415571,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2053,False,"{'a': 0.002, 'e': 0.016506517104958845}",20,2,30.895065118508647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.002, 'e': 0.01647353706178545}",20,13,13.252950407946253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.002, 'e': 0.01644062291278227}",20,0,23.510050966683494,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2056,False,"{'a': 0.002, 'e': 0.016407774526292645}",25,16,-25.857831059859016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2057,False,"{'a': 0.002, 'e': 0.01637499177092302}",35,19,29.06777098851994,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'a': 0.002, 'e': 0.016342274515542307}",25,1,38.68678222643329,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'a': 0.002, 'e': 0.01630962262928145}",20,11,20.215438926578653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.002, 'e': 0.016277035981532836}",25,4,33.64627306097795,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'a': 0.002, 'e': 0.01624451444194987}",20,11,19.640970370005157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.002, 'e': 0.016212057880446332}",25,17,13.345760863694803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'a': 0.002, 'e': 0.01617966616719593}",25,15,16.981067436756632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.002, 'e': 0.016147339172631756}",25,5,31.921873753376524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.002, 'e': 0.016115076767445814}",20,0,30.757854210618166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2066,False,"{'a': 0.002, 'e': 0.016082878822588433}",25,20,10.200035062322186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.002, 'e': 0.016050745209267785}",20,0,33.03616371066664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2068,False,"{'a': 0.002, 'e': 0.016018675798949358}",30,17,0.8654687785483,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2069,False,"{'a': 0.002, 'e': 0.0159866704633555}",25,0,34.4491002812332,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2070,False,"{'a': 0.002, 'e': 0.015954729074464814}",20,9,19.05298156849762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'a': 0.002, 'e': 0.015922851504511698}",25,18,15.081651877814139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2072,False,"{'a': 0.002, 'e': 0.015891037625985815}",25,8,31.78580933454684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2073,False,"{'a': 0.002, 'e': 0.015859287311631637}",20,6,29.179855530655445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'a': 0.002, 'e': 0.015827600434447853}",20,6,21.913419707181063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2075,False,"{'a': 0.002, 'e': 0.01579597686768691}",25,5,37.62727749992672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.002, 'e': 0.015764416484854486}",20,9,18.08444114402115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.002, 'e': 0.015732919159709032}",25,0,37.49827968782502,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2078,False,"{'a': 0.002, 'e': 0.015701484766261195}",20,14,12.100932124528509,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'a': 0.002, 'e': 0.01567011317877336}",25,17,14.696822946838031,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.002, 'e': 0.015638804271759118}",25,13,22.55800949424724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2081,False,"{'a': 0.002, 'e': 0.01560755791998283}",20,5,11.632094307488341,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2082,False,"{'a': 0.002, 'e': 0.015576373998459032}",20,15,11.04484068310331,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2083,False,"{'a': 0.002, 'e': 0.015545252382451996}",30,17,25.792119550384275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.002, 'e': 0.015514192947475202}",20,15,7.23786419545824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'a': 0.002, 'e': 0.015483195569290899}",25,15,17.661728710187496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2086,False,"{'a': 0.002, 'e': 0.015452260123909515}",25,11,25.423985622590614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2087,False,"{'a': 0.002, 'e': 0.015421386487589232}",30,10,29.087453623084944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'a': 0.002, 'e': 0.015390574536835447}",20,10,19.62349572379044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.002, 'e': 0.015359824148400343}",20,0,21.74197298182848,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2090,False,"{'a': 0.002, 'e': 0.015329135199282314}",25,12,28.402838069455168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'a': 0.002, 'e': 0.015298507566725518}",20,2,31.012005991351806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2092,False,"{'a': 0.002, 'e': 0.015267941128219376}",30,12,28.331743065532528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.002, 'e': 0.015237435761498117}",20,4,26.793746840767582,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.002, 'e': 0.015206991344540219}",25,12,15.947553466023669,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2095,False,"{'a': 0.002, 'e': 0.015176607755567978}",20,0,30.19026705640669,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2096,False,"{'a': 0.002, 'e': 0.01514628487304698}",30,13,28.199044751069888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2097,False,"{'a': 0.002, 'e': 0.015116022575685681}",30,13,30.52311142323206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2098,False,"{'a': 0.002, 'e': 0.01508582074243484}",20,16,4.714198358625501,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2099,False,"{'a': 0.002, 'e': 0.015055679252487086}",20,3,29.91847669726525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2100,False,"{'a': 0.002, 'e': 0.0150255979852764}",25,0,31.06314178449707,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2101,False,"{'a': 0.002, 'e': 0.014995576820477703}",20,0,31.461095236255275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2102,False,"{'a': 0.002, 'e': 0.014965615638006283}",25,15,17.215070929841378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'a': 0.002, 'e': 0.014935714318017369}",35,8,46.92529017468615,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'a': 0.002, 'e': 0.014905872740905627}",20,10,13.886509638505709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'a': 0.002, 'e': 0.014876090787304737}",20,14,10.098505054974492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'a': 0.002, 'e': 0.014846368338086832}",20,7,21.75455179188667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.002, 'e': 0.014816705274362072}",20,13,12.472060269711937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.002, 'e': 0.014787101477478155}",20,0,24.566611196631005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2109,False,"{'a': 0.002, 'e': 0.014757556829019875}",35,19,30.551439151614805,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2110,False,"{'a': 0.002, 'e': 0.014728071210808588}",20,15,8.998394989892525,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'a': 0.002, 'e': 0.014698644504901784}",20,9,16.815580734695263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2112,False,"{'a': 0.002, 'e': 0.014669276593592582}",20,10,17.765411011512658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2113,False,"{'a': 0.002, 'e': 0.014639967359409327}",20,13,14.732969283229238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2114,False,"{'a': 0.002, 'e': 0.01461071668511503}",20,0,27.42795979908444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2115,False,"{'a': 0.002, 'e': 0.014581524453706954}",25,18,14.160828780969013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.002, 'e': 0.014552390548416123}",20,6,27.07223729934404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2117,False,"{'a': 0.002, 'e': 0.0145233148527069}",20,16,6.242903686732967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.002, 'e': 0.014494297250276454}",30,18,18.750943362446996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.002, 'e': 0.014465337625054335}",25,4,29.0434750095369,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2120,False,"{'a': 0.002, 'e': 0.014436435861201989}",30,2,43.107775128246374,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
2121,False,"{'a': 0.002, 'e': 0.01440759184311235}",20,10,22.31741847467392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2122,False,"{'a': 0.002, 'e': 0.014378805455409293}",20,12,14.770719960313867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'a': 0.002, 'e': 0.01435007658294723}",25,5,34.21141079209299,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2124,False,"{'a': 0.002, 'e': 0.01432140511081062}",20,0,34.591946074168526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2125,False,"{'a': 0.002, 'e': 0.014292790924313561}",25,0,36.39075976912035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2126,False,"{'a': 0.002, 'e': 0.014264233908999256}",25,1,43.29214612034985,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.002, 'e': 0.014235733950639606}",25,14,22.701016526730033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2128,False,"{'a': 0.002, 'e': 0.014207290935234726}",30,22,15.217766016825564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'a': 0.002, 'e': 0.014178904749012544}",20,16,6.894432091434426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2130,False,"{'a': 0.002, 'e': 0.014150575278428262}",30,0,28.94539385496895,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
2131,False,"{'a': 0.002, 'e': 0.014122302410163962}",25,17,14.498979454916878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2132,False,"{'a': 0.002, 'e': 0.01409408603112812}",20,0,31.162131835343118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2133,False,"{'a': 0.002, 'e': 0.014065926028455205}",25,18,12.367251697211726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2134,False,"{'a': 0.002, 'e': 0.014037822289505161}",20,12,15.039393064224155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2135,False,"{'a': 0.002, 'e': 0.01400977470186299}",30,13,29.014922735142406,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2136,False,"{'a': 0.002, 'e': 0.013981783153338296}",20,10,19.82472872539864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2137,False,"{'a': 0.002, 'e': 0.013953847531964868}",25,14,23.16566825391425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2138,False,"{'a': 0.002, 'e': 0.013925967726000174}",20,13,3.996056408217883,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2139,False,"{'a': 0.002, 'e': 0.013898143623924953}",25,7,34.56465634271866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2140,False,"{'a': 0.002, 'e': 0.013870375114442744}",30,13,-10.615323555449564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2141,False,"{'a': 0.002, 'e': 0.013842662086479501}",20,0,31.664527547784665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2142,False,"{'a': 0.002, 'e': 0.01381500442918306}",20,6,24.002629287427457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2143,False,"{'a': 0.002, 'e': 0.013787402031922757}",20,2,30.446883815335358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2144,False,"{'a': 0.002, 'e': 0.01375985478428895}",20,7,24.118688084233643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2145,False,"{'a': 0.002, 'e': 0.01373236257609264}",20,13,12.839778229388674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2146,False,"{'a': 0.002, 'e': 0.013704925297364945}",30,15,29.991373574668952,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2147,False,"{'a': 0.002, 'e': 0.013677542838356711}",20,3,-14.710906587887392,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2148,False,"{'a': 0.002, 'e': 0.013650215089538058}",25,5,33.38228836159846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2149,False,"{'a': 0.002, 'e': 0.013622941941597973}",20,13,12.960294529258977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2150,False,"{'a': 0.002, 'e': 0.013595723285443818}",25,9,29.799542335531626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2151,False,"{'a': 0.002, 'e': 0.013568559012200934}",20,13,11.425345211158131,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2152,False,"{'a': 0.002, 'e': 0.013541449013212178}",25,7,34.346854524798914,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2153,False,"{'a': 0.002, 'e': 0.013514393180037542}",30,13,29.737341959752612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2154,False,"{'a': 0.002, 'e': 0.013487391404453644}",25,3,33.12610461106399,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2155,False,"{'a': 0.002, 'e': 0.013460443578453348}",20,10,18.189243029537238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2156,False,"{'a': 0.002, 'e': 0.013433549594245302}",20,15,-4.257078212715591,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2157,False,"{'a': 0.002, 'e': 0.013406709344253556}",25,12,26.48270572925457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2158,False,"{'a': 0.002, 'e': 0.01337992272111706}",20,16,5.953279610026248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2159,False,"{'a': 0.002, 'e': 0.013353189617689292}",25,5,34.92490084031665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2160,False,"{'a': 0.002, 'e': 0.013326509927037785}",30,9,37.00301679659534,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
